1,3
2,0
3,1
6,0
7,3
8,1
9,1
10,3
11,1
12,0
13,0
14,0
15,0
16,0
17,0
18,0
20,1
21,0
22,1
23,1
24,0
25,0
26,2
27,0
28,2
29,2
30,1
31,3
32,1
33,1
35,1
37,1
38,0
40,0
41,0
42,1
43,0
44,2
45,0
46,12
47,1
48,0
49,0
50,1
51,1
52,0
53,2
55,2
58,3
59,7
61,0
65,5
70,0
71,3
72,0
73,0
74,3
75,0
76,1
77,0
78,7
79,3
80,0
82,5
84,2
85,5
86,0
87,0
88,0
89,2
90,0
91,1
92,2
93,4
94,1
95,3
96,2
98,5
101,1
102,0
103,5
104,2
108,2
109,2
111,5
112,1
114,0
115,0
116,0
118,1
119,0
120,0
121,0
122,3
124,1
125,1
126,1
127,2
128,2
129,0
130,0
131,0
132,12
133,2
137,0
138,1
143,1
144,1
146,5
147,1
148,5
150,0
151,0
152,0
153,0
154,0
156,2
157,6
160,0
161,1
162,0
163,0
164,0
167,0
169,0
170,0
171,0
172,5
175,1
176,1
177,0
178,5
179,0
180,0
181,3
182,4
183,1
184,4
185,1
186,1
187,0
192,1
193,0
195,2
196,0
197,0
198,0
199,0
200,0
201,1
202,1
203,0
204,0
205,0
206,0
207,5
208,2
209,2
210,4
211,0
212,0
213,1
214,1
215,0
216,0
217,0
218,0
219,0
221,0
222,0
223,0
224,0
225,0
226,0
227,1
228,1
229,0
231,2
233,0
235,0
237,1
238,0
239,2
240,0
241,0
245,3
247,0
248,0
249,0
250,1
252,2
255,1
256,0
257,0
258,0
260,1
261,2
262,0
263,0
264,0
265,1
266,0
269,1
270,1
271,0
272,1
273,0
274,0
275,0
276,0
277,1
279,2
282,2
283,1
284,9
285,0
286,2
287,0
288,0
289,2
290,0
291,1
292,3
297,1
298,0
299,4
300,0
301,1
302,0
303,0
304,0
305,1
306,0
307,0
308,1
309,1
310,1
311,0
312,3
313,0
314,5
315,2
316,0
317,3
318,0
319,2
320,0
321,0
322,0
323,0
324,0
325,0
326,1
327,2
328,0
329,0
330,0
331,1
332,0
334,1
335,0
336,2
337,0
338,4
339,1
340,0
341,7
343,3
345,0
346,0
347,1
348,4
349,8
350,0
352,0
353,7
354,1
355,1
356,2
357,0
358,1
359,7
360,0
361,0
362,0
363,1
364,0
365,6
366,0
367,18
368,0
369,0
370,3
371,0
372,6
373,1
374,1
375,1
376,0
377,1
378,0
379,1
380,4
383,0
384,0
387,3
388,4
389,0
390,0
391,0
392,0
393,0
394,3
395,0
396,1
397,1
398,0
399,0
400,0
401,1
402,0
403,3
404,1
405,0
406,4
407,0
408,0
409,0
410,0
411,0
414,0
415,0
416,2
417,1
418,0
419,7
420,0
422,1
423,0
424,0
425,0
426,0
428,2
429,2
430,2
431,0
433,0
434,2
436,2
437,2
438,0
439,1
441,3
442,0
444,1
445,0
446,0
447,3
448,3
449,0
450,0
451,1
452,1
453,0
454,1
455,7
456,0
457,10
458,0
459,0
460,3
461,7
462,5
463,4
465,0
466,1
467,0
468,1
469,1
470,0
471,0
472,0
473,1
474,2
475,3
476,0
477,2
478,0
479,5
480,0
481,3
482,0
483,0
484,1
486,0
487,1
488,3
489,1
490,1
492,0
493,0
494,1
495,2
496,0
497,2
498,1
501,1
503,0
504,2
505,1
506,0
507,0
508,0
509,1
510,2
511,1
512,2
513,0
514,0
515,1
517,0
518,0
519,1
520,1
521,0
522,0
523,0
524,2
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
534,1
535,0
536,0
537,0
538,0
539,0
540,2
541,1
542,1
543,1
544,0
545,0
546,0
547,1
548,0
549,0
551,2
552,1
553,4
555,4
556,3
558,3
559,2
560,2
561,1
562,0
563,5
564,0
565,1
566,1
567,5
569,0
570,0
571,0
573,0
574,2
575,3
576,0
577,1
579,0
580,0
581,1
582,0
583,0
584,3
585,0
586,2
587,1
588,0
589,0
590,0
591,0
592,1
593,0
594,1
595,1
596,0
598,1
600,1
601,0
602,1
604,5
605,0
606,0
607,1
608,2
609,0
610,1
611,0
612,0
613,1
614,0
615,1
616,0
617,0
618,0
619,1
620,1
621,1
622,0
623,0
624,1
625,5
626,1
627,1
628,1
629,1
631,0
632,1
633,0
634,1
635,0
639,4
640,10
641,1
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,2
652,0
653,0
654,0
655,0
657,0
658,0
659,1
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,2
673,0
674,0
675,1
676,1
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,1
685,0
686,0
687,1
688,2
689,5
690,0
691,7
692,0
693,0
694,0
695,2
696,0
697,1
698,0
699,2
700,2
701,0
702,0
705,1
713,1
714,1
715,0
716,1
718,3
719,0
720,0
723,1
724,3
725,0
726,1
727,0
730,1
732,1
733,0
734,0
735,1
736,0
737,0
738,0
740,0
741,0
742,0
743,1
744,0
745,0
746,0
749,0
750,0
751,1
752,2
753,0
754,1
755,1
756,0
757,0
758,0
759,0
763,1
764,0
766,0
767,1
768,0
769,2
770,1
778,0
779,1
780,0
781,1
782,0
785,3
786,0
788,0
789,0
790,0
791,1
792,2
793,0
794,0
795,1
796,4
797,1
798,3
799,0
800,0
801,1
802,0
803,2
804,0
805,1
806,0
809,0
810,5
811,0
812,0
813,1
814,0
815,3
816,1
817,1
818,1
819,1
820,1
821,1
825,1
826,3
827,0
829,0
830,1
831,2
832,1
833,0
834,1
835,1
836,2
837,2
838,4
839,1
840,0
841,0
842,0
843,0
844,0
845,0
846,1
847,3
848,1
849,0
850,0
851,1
852,1
853,0
854,0
855,0
856,0
857,0
858,3
859,1
860,2
861,4
862,2
863,5
865,5
866,1
867,0
869,1
870,0
871,2
873,3
874,0
875,5
876,0
877,0
878,0
879,1
880,1
881,1
882,0
883,0
884,0
885,0
886,3
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
897,0
898,1
899,0
900,0
901,0
902,0
903,0
904,3
905,2
906,1
908,1
909,0
910,0
911,0
912,0
913,0
917,0
918,0
919,0
921,0
922,0
923,2
924,0
925,2
926,1
927,4
928,0
929,0
930,0
931,1
932,0
933,0
934,1
935,0
936,3
937,1
938,1
939,0
940,2
941,0
942,0
943,0
944,1
945,1
946,1
947,0
948,1
949,0
950,0
951,2
952,2
953,0
954,0
955,0
956,2
958,1
959,0
960,0
961,2
962,0
963,0
964,0
965,0
966,0
967,0
968,2
969,0
970,0
971,0
972,0
973,3
974,3
975,3
976,1
977,1
978,5
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,1
989,0
990,1
991,0
992,1
993,0
994,0
995,0
996,1
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,2
1011,0
1012,1
1013,2
1015,1
1016,0
1017,0
1018,1
1019,0
1021,3
1023,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,3
1031,0
1032,2
1033,2
1034,1
1035,0
1036,0
1037,0
1039,0
1040,0
1041,0
1042,3
1043,2
1044,0
1045,0
1046,0
1047,0
1048,1
1049,0
1053,0
1054,2
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,7
1062,1
1063,5
1064,1
1065,0
1066,5
1067,2
1069,0
1070,1
1071,0
1072,0
1073,0
1074,1
1075,0
1076,0
1077,0
1078,1
1081,0
1082,1
1083,7
1084,0
1085,1
1086,1
1088,0
1089,0
1090,0
1091,3
1092,3
1093,0
1094,0
1095,0
1096,0
1098,0
1100,0
1101,1
1102,0
1103,0
1104,0
1105,1
1106,0
1107,1
1108,0
1109,0
1110,0
1111,1
1112,4
1113,0
1114,6
1115,1
1116,0
1117,0
1118,0
1119,0
1120,0
1125,2
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1134,0
1136,0
1137,0
1139,0
1140,0
1141,3
1142,3
1143,1
1144,1
1145,0
1146,0
1147,1
1148,1
1150,0
1152,0
1153,0
1154,0
1155,5
1156,1
1157,0
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,1
1165,0
1166,0
1167,1
1168,1
1169,0
1170,1
1171,6
1172,0
1173,0
1174,1
1175,0
1176,1
1177,3
1178,3
1179,0
1180,0
1181,0
1182,1
1183,2
1184,0
1185,0
1186,4
1187,3
1191,1
1192,1
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,1
1202,2
1203,0
1204,0
1205,1
1206,0
1207,0
1208,0
1209,0
1210,1
1211,2
1212,0
1214,0
1215,0
1216,0
1217,1
1218,0
1219,0
1229,3
1230,0
1231,1
1235,0
1236,1
1237,0
1238,0
1239,0
1240,1
1241,0
1242,1
1245,1
1246,0
1250,3
1251,1
1252,1
1253,1
1254,1
1255,2
1256,1
1258,2
1259,1
1260,0
1261,1
1262,1
1263,2
1264,6
1265,1
1266,3
1267,0
1268,0
1269,1
1270,1
1271,1
1272,0
1273,1
1274,1
1275,1
1277,0
1278,0
1279,0
1280,1
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,1
1292,3
1293,0
1296,0
1297,0
1298,0
1299,0
1301,0
1302,2
1303,1
1304,1
1305,0
1306,0
1307,0
1308,1
1309,1
1310,0
1311,1
1312,1
1313,0
1314,3
1315,1
1316,1
1317,0
1318,0
1319,1
1320,2
1322,0
1323,0
1324,0
1325,0
1326,5
1327,0
1328,0
1329,1
1330,0
1331,1
1332,5
1333,5
1334,1
1335,0
1336,0
1337,4
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,1
1348,0
1349,1
1350,3
1351,1
1352,1
1353,1
1354,0
1356,1
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,2
1370,0
1371,2
1372,0
1391,0
1392,0
1393,0
1394,1
1395,0
1396,1
1397,0
1398,0
1399,1
1400,0
1401,1
1402,0
1403,7
1404,4
1407,11
1408,0
1409,1
1410,0
1412,1
1413,0
1414,1
1415,0
1416,2
1417,0
1418,0
1420,0
1421,1
1422,0
1423,4
1424,0
1425,1
1426,2
1427,3
1428,0
1429,0
1430,0
1432,0
1433,3
1434,1
1435,1
1436,1
1437,2
1438,2
1440,0
1441,0
1442,1
1443,1
1444,1
1445,1
1446,0
1447,1
1448,0
1449,2
1450,0
1451,2
1452,1
1453,1
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,3
1462,1
1463,1
1464,1
1465,0
1466,0
1467,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,1
1476,0
1478,0
1479,0
1480,0
1481,1
1483,1
